,Building,Impervious,Water,Grass,Deciduous,Evergreen,Shrub
2016-07-12 06:00:00,53.19222807884216,42.341071367263794,0.004194132270640694,4.462533071637154,--,--,--
2016-07-12 07:00:00,51.95395350456238,42.43216514587402,0.00307033842545934,5.511754751205444,--,--,0.09904474718496203
2016-07-12 08:00:00,53.42640280723572,42.11136996746063,0.004949347203364596,4.457273334264755,--,--,--
2016-07-12 09:00:00,51.27432942390442,42.102304100990295,0.019823413458652794,5.926387012004852,--,0.0008957800673670135,0.6763245910406113
2016-07-12 10:00:00,53.47864031791687,41.9480174779892,0.5038364324718714,3.8944192230701447,--,0.011960329720750451,0.1631039078347385
2016-07-12 11:00:00,51.55588984489441,41.79863929748535,2.3584481328725815,3.9709415286779404,--,0.029969902243465185,0.2861529355868697
2016-07-12 13:00:00,47.471800446510315,41.10867977142334,0.007791451207594946,10.966584831476212,--,0.2503051655367017,0.19476136658340693
2016-07-12 14:00:00,45.482638478279114,41.184866428375244,0.00198409707081737,13.17928433418274,--,0.073867297032848,0.07734585669822991
2016-07-12 16:00:00,34.99538004398346,45.60636579990387,0.9704767726361752,17.92316883802414,--,0.4982482176274061,0.006374578515533358
2016-07-12 17:00:00,35.13593673706055,46.31751775741577,0.9145599789917469,17.08163172006607,--,0.5496803671121597,0.0007103620191628579
2016-07-12 18:00:00,27.338257431983948,42.32923686504364,0.7836801931262016,28.908661007881165,0.0015518511645495892,0.5131745245307684,0.12546058278530836
