,Building,Impervious,Water,Grass,Deciduous,Evergreen,Shrub
2018-06-30 05:00:00,23.90170991420746,40.913644433021545,--,31.02702796459198,--,4.1575949639081955,--
2018-06-30 06:00:00,26.99923813343048,38.55367302894592,--,34.40474271774292,--,0.04235156811773777,--
2018-06-30 07:00:00,25.85436701774597,39.506933093070984,--,33.07007849216461,--,1.5686137601733208,--
2018-06-30 08:00:00,27.895066142082214,39.07248377799988,--,33.03248882293701,--,--,--
2018-06-30 09:00:00,25.50888955593109,40.67198634147644,--,33.819133043289185,--,--,--
2018-06-30 10:00:00,30.219745635986328,40.42467176914215,--,29.355579614639282,--,--,--
2018-06-30 11:00:00,29.61660325527191,39.58360552787781,--,30.799829959869385,--,--,--
2018-06-30 12:00:00,28.49711775779724,40.04802107810974,--,31.4548522233963,--,--,--
2018-06-30 13:00:00,31.004607677459717,41.584789752960205,--,27.410587668418884,--,--,--
2018-06-30 14:00:00,29.365256428718567,40.38362503051758,--,30.1154226064682,--,0.1357031287625432,--
2018-06-30 15:00:00,29.979777336120605,42.771199345588684,--,27.24902331829071,--,--,--
2018-06-30 16:00:00,28.151288628578186,44.41809952259064,--,27.4306058883667,--,--,--
2018-06-30 17:00:00,28.21873128414154,38.165122270584106,--,33.601802587509155,--,0.01434030564269051,--
2018-06-30 18:00:00,29.691681265830994,44.95722949504852,--,25.351116061210632,--,--,--
