GRID,broadleaf,needleleaf,C3,C4,shrubs,lake,soil,ice,canyon,roof
A,0.0026207319460809231,0.0,0.21011632680892944,0.0,0.045833975076675415,0.0,0.02813209593296051,0.0,0.53700977563858032,0.17628711462020874
B,0.0059736673720180988,0.0,0.084829621016979218,0.0,0.0458720363676548,0.0,0.04097188264131546,0.0,0.59135609865188599,0.23099666833877563
C,0.001530733541585505,0.0,0.083689898252487183,0.0,0.064053408801555634,0.0,0.044195037335157394,0.0,0.58550131320953369,0.22102963924407959
D,0.00086477637523785233,0.0,0.35542073845863342,0.0,0.083841785788536072,0.0,0.05733979120850563,0.0,0.40897545218467712,0.093557447195053101
E,0.00074648141162469983,0.0,0.069827347993850708,0.0,0.053661029785871506,0.0,0.073360882699489594,0.0,0.58378452062606812,0.218619704246521
F,0.00099526531994342804,0.0,0.08911433070898056,0.0,0.034802481532096863,0.0,0.021001070737838745,0.0,0.59829479455947876,0.25579208135604858
G,0.0014947921736165881,0.0,0.097491167485713959,0.0,0.048096038401126862,0.0,0.026546064764261246,0.0,0.59262806177139282,0.23374390602111816
H,0.0061924904584884644,0.0,0.070547863841056824,0.0,0.051522810012102127,0.0,0.049507278949022293,0.0,0.59131413698196411,0.23091542720794678
I,0.015314985997974873,0.0,0.15855513513088226,0.0,0.055689476430416107,0.0004582644032780081,0.042987890541553497,0.0,0.54482376575469971,0.18217051029205322
