GRID,broadleaf,needleleaf,C3,C4,shrubs,lake,soil,ice,canyon,roof
A,0.0,0.0,0.02747708186507225,0.0,0.022777801379561424,0.0,0.021571662276983261,0.0,0.56579500436782837,0.36237847805023193
B,0.0,0.0,0.039337944239377975,0.0,0.030323725193738937,0.00093640235718339682,0.025452461093664169,0.0,0.58709651231765747,0.31685292720794678
C,0.0,0.0,0.08882451057434082,0.0,0.050608433783054352,0.0,0.037211149930953979,0.0,0.59168189764022827,0.23167401552200317
D,0.0,0.0,0.024061985313892365,0.0,0.018698794767260551,0.13590702414512634,0.031678352504968643,0.0,0.57807594537734985,0.2115778923034668
E,0.0,0.0,0.013990671373903751,0.0,0.013439704664051533,0.10228171944618225,0.024662066251039505,0.0,0.59721934795379639,0.24840646982192993
F,0.0,0.0,0.04268491268157959,0.0,0.031456261873245239,0.0067579117603600025,0.055512525141239166,0.0,0.59867364168167114,0.26491475105285645
G,0.0,0.0,0.052225001156330109,0.0,0.029198680073022842,0.00093747873324900866,0.033237691968679428,0.0,0.59575587511062622,0.28864526748657227
H,0.0,0.0,0.055392324924468994,0.0,0.043733861297369003,0.0060331430286169052,0.04807388037443161,0.0,0.59740185737609863,0.24936491250991821
I,0.0052245799452066422,0.0014929019380360842,0.08869103342294693,0.0,0.053419724106788635,0.13701699674129486,0.0327865369617939,0.0,0.51857626438140869,0.16279196739196777
