GRID,broadleaf,needleleaf,C3,C4,shrubs,lake,soil,ice,canyon,roof
A,0.00099526531994342804,0.0,0.08911433070898056,0.0,0.034802481532096863,0.0,0.021001070737838745,0.0,0.59829479455947876,0.25579208135604858
B,0.00049763655988499522,0.0,0.26309648156166077,0.0,0.035090051591396332,0.0014219657750800252,0.026786008849740028,0.0,0.51377975940704346,0.15932810306549072
C,0.0,0.0,0.097817942500114441,0.0,0.018727404996752739,0.0,0.049540083855390549,0.0,0.59474474191665649,0.23916983604431152
D,0.015314985997974873,0.0,0.15855513513088226,0.0,0.055689476430416107,0.0004582644032780081,0.042987890541553497,0.0,0.54482376575469971,0.18217051029205322
E,0.0034589676652103662,0.0,0.29005396366119385,0.0,0.038170073181390762,0.033686652779579163,0.021835111081600189,0.0,0.47839921712875366,0.1343960165977478
F,0.00028444468625821173,0.0,0.21963419020175934,0.0,0.035862855613231659,0.005639838520437479,0.022034976631402969,0.0,0.53887039422988892,0.17767328023910522
G,0.00049758469685912132,0.0,0.081066899001598358,0.0,0.053418662399053574,0.0,0.078600533306598663,0.0,0.57654368877410889,0.20987260341644287
H,0.0,0.0,0.048821095377206802,0.0,0.044367913156747818,0.054671451449394226,0.040972623974084854,0.0,0.58734261989593506,0.22382432222366333
I,0.00034013722324743867,0.0,0.13207922875881195,0.0,0.042681485414505005,0.10836415737867355,0.045860268175601959,0.0,0.51236522197723389,0.15830951929092407
