GRID,broadleaf,needleleaf,C3,C4,shrubs,lake,soil,ice,canyon,roof
A,0.0025710179470479488,0.0,0.066325552761554718,0.0,0.045577537268400192,0.0,0.060780391097068787,0.0,0.59212487936019897,0.23262059688568115
B,0.0,0.0,0.051538106054067612,0.0,0.046714745461940765,0.0,0.037449575960636139,0.0,0.59866130352020264,0.26563626527786255
C,0.0014928955351933837,0.0,0.081805609166622162,0.0,0.049829233437776566,0.0,0.037855044007301331,0.0,0.59341275691986084,0.23560446500778198
D,0.00049763324204832315,0.0,0.035691384226083755,0.0,0.027895199134945869,0.0,0.039980117231607437,0.0,0.59145087003707886,0.3044847846031189
E,0.0,0.0,0.02747708186507225,0.0,0.022777801379561424,0.0,0.021571662276983261,0.0,0.56579500436782837,0.36237847805023193
F,0.0,0.0,0.039337944239377975,0.0,0.030323725193738937,0.00093640235718339682,0.025452461093664169,0.0,0.58709651231765747,0.31685292720794678
G,0.0,0.0,0.013965927995741367,0.0,0.013413034379482269,0.013693270273506641,0.020787149667739868,0.0,0.55279284715652466,0.38534778356552124
H,0.0,0.0,0.024061985313892365,0.0,0.018698794767260551,0.13590702414512634,0.031678352504968643,0.0,0.57807594537734985,0.2115778923034668
I,0.0,0.0,0.013990671373903751,0.0,0.013439704664051533,0.10228171944618225,0.024662066251039505,0.0,0.59721934795379639,0.24840646982192993
