,broadleaf,needleleaf,C3,C4,shrubs,lake,soil,ice,canyon,roof
16050507,0.0,0.0,0.02756420685775221,0.0,0.022653473476483194,0.01963532153948006,0.02293887564335223,0.0,0.5730118153785222,0.3274185341327147
16050508,0.0,0.0,0.028037459424971177,0.0,0.022983151071615977,0.01926673292449476,0.023165586572111836,0.0,0.5765356728735384,0.33001129568860543
16050509,0.0,0.0,0.022593466323061417,0.0,0.018982649954343567,0.06757301282678473,0.025187274148082688,0.0,0.5821358582883329,0.28352757236783965
16050510,0.0,0.0,0.021722898066069668,0.0,0.01856245032162973,0.06258870762462454,0.02440170388308499,0.0,0.5838311066749897,0.2888930556417879
16050511,0.0,0.0,0.02205466966892307,0.0,0.018342497365101254,0.08569238134877485,0.026563565171610945,0.0,0.580938465819899,0.2660217373115823
16050512,0.0,0.0,0.02279564321723263,0.0,0.019146370618581352,0.0636052223650713,0.024955547756685906,0.0,0.5807095745524589,0.2887878655517789
16050513,0.0,0.0,0.027612402097411642,0.0,0.02265016586619368,0.025431451474732705,0.023501716849270257,0.0,0.5780750021091323,0.32272920106653125
16050514,0.0,0.0,0.029196454531943875,0.0,0.023707331509256482,0.02253603652108081,0.02376040541937713,0.0,0.5809394490048874,0.31985154193548215
16050515,0.0,0.0,0.03520091980419551,0.0,0.027617671196235927,0.009379305503558996,0.024712024745484784,0.0,0.5834333459331544,0.3178115487566089
16050516,0.0,0.0,0.040168256785952455,0.0,0.030390183275531404,0.0008146859621846815,0.025512074143010904,0.0,0.5837818285895902,0.31654194385739864
16050517,0.0,0.0,0.035916926972978824,0.0,0.028029389558174207,0.00961259154398087,0.025630177553249565,0.0,0.5830605999980878,0.31239221606892986
16050518,0.0,0.0,0.04079865466297969,0.0,0.03057351234092927,0.0039664770813203735,0.02748319809039247,0.0,0.587016995506956,0.3101448100893305
