time,z_f,QH,wind_direction_corrected,kdown,stab_param,L,ustar,wind_speed_adj,qstar,sa_area_km2,z_d,z_0,t_air,press_adj,r_h
2016-04-14 16:00:00,82.90598926179308,154.30952561809187,169.6161981204627,283.14669388888893,-9.834364283416852,-56.18819396317808,0.42063445234129726,3.9426511553738806,189.64927288888885,4.432240000000005,13.920884246710417,0.4593779478989719,14.92096360153257,996.6931653266438,54.36494252873562
2016-04-14 17:00:00,81.96137855490026,196.79526800187028,176.2657604435714,347.65836999999993,-2.603106681859091,-67.08567292705925,0.49511351907386275,4.268342955132951,231.47452062499994,6.220335999999993,14.865494953603267,0.6881800606998546,14.847250957854397,996.3665786866404,52.75091954022988
2016-04-14 18:00:00,,,,117.58570741666666,,,,,29.25039822222222,,,,14.203931034482759,,55.84954022988506
2016-04-14 19:00:00,,,,15.972667122120006,,,,,-43.04979252777777,,,,13.518001915708801,,58.69714559386975
2016-04-14 20:00:00,,,,-2.0391972887500005,,,,,-45.40255810416667,,,,12.857769430760813,,61.819444444444436
2016-04-14 21:00:00,,,,-2.1008258013888894,,,,,-37.758565183333324,,,,12.18873754789272,,64.55312260536397
2016-04-14 22:00:00,,,,-3.823088027777778,,,,,-29.805615093055557,,,,11.34000383141762,,71.89320470717023
2016-04-14 23:00:00,,,,-4.590653548611112,,,,,-24.027831987499997,,,,11.089072796934865,,77.57371647509578
2016-04-15 00:00:00,,,,-3.850503,,,,,-21.37642,,,,,,
2016-04-15 01:00:00,,,,-3.031789956944445,,,,,-18.999364144444442,,,,10.550730432402851,,80.75254789272032
2016-04-15 02:00:00,,,,-3.7370748749999994,,,,,-20.595433625000005,,,,10.635681992337153,,81.1210287052241
2016-04-15 03:00:00,,,,-2.8242394319444446,,,,,-19.52545995694445,,,,10.551471264367812,,79.85844827586206
2016-04-15 04:00:00,,,,-2.139451830555556,,,,,-16.726185419444445,,,,10.192335249042138,,82.9505172413793
2016-04-15 05:00:00,,,,-1.7537203416666662,,,,,-15.052909259722217,,,,10.230975095785443,,83.89421455938697
2016-04-15 06:00:00,,,,4.392131782950001,,,,,-7.606633223611113,,,,10.65857471264368,,83.38680897646415
2016-04-15 07:00:00,90.36917753503771,74.89694061637347,213.13748171350218,14.263346834722224,79271208362832.62,-0.9619880074179442,0.0691970480659438,0.4966439100823716,4.244885983333334,0.49489600000000045,6.457695973465928,0.2100737643907723,10.282059386973183,990.1243425746767,85.17909961685824
2016-04-15 08:00:00,89.99951119701895,99.0790282080892,236.1397929187014,91.21702061111114,15254154439662.635,-4.767928347700071,0.14835451068216982,1.0455917901200888,71.37801678888891,1.0876639999999986,6.827362311484662,0.28155467922179855,10.154558018609752,989.9947645466135,87.6802463054187
2016-04-15 09:00:00,,,,221.8148411805555,,,,,180.48649614861108,,,,10.558042145593872,,87.65762026394208
2016-04-15 10:00:00,,,,288.1590088888889,,,,,223.60759153888884,,,,12.095235632183908,,81.82890804597702
2016-04-15 11:00:00,,,,376.083807888889,,,,,275.2863160847222,,,,12.169637931034485,,79.89293103448277
2016-04-15 12:00:00,86.97193214082262,112.08194710046381,204.71462742402906,202.6668928333333,-90.58590200174142,-36.80267932548156,0.3138993759618109,3.2552792450318244,155.76332099444443,3.749583999999999,9.854941367680919,0.28755636886569425,11.650898467432944,988.8544458679336,76.22095785440611
2016-04-15 13:00:00,81.11716396174842,82.88748101001121,219.77771682785146,154.8942189166667,-2.7212600551362818,-75.54026925676615,0.38558831635517393,3.68329833149439,123.8313266222222,5.825295999999997,15.709709546755024,0.4772052641279743,9.9372183908046,989.1661954020177,89.23007662835248
2016-04-15 14:00:00,89.27187588514427,153.75848429748848,217.0147137196824,115.64951322222218,-4.063389744096802,-34.3113950145262,0.36634258249753676,4.098264859244268,90.71948883194445,3.252895999999995,7.554997623359255,0.17037269324426757,10.092454022988507,987.7462767095333,90.10530651340996
2016-04-15 15:00:00,90.3069444070962,117.69961828355784,216.99843119677504,212.51608952777767,-21.38089723144117,-21.477832256931464,0.27189302491651446,2.808311935115639,176.04301836249996,2.214895999999999,6.519929101407228,0.16728220234213248,10.562952107279681,986.9665817643713,88.10431034482755
2016-04-15 16:00:00,,,,66.75855109722221,,,,,47.042412459722215,,,,10.459818007662829,,87.73482758620689
2016-04-15 17:00:00,90.68207450973873,94.13415482723089,6.891078582666211,12.361714348611113,-0.3744367657205824,-1.5683989130724274,0.21698567204659244,3.5770795198279246,-0.29837206944444483,5.235856000000007,6.144798998764754,0.2276791491543259,9.63386398467433,985.3828306996434,87.7784589186888
2016-04-15 18:00:00,,,,19.65924366527777,,,,,4.90537051111111,,,,9.298816091954023,,90.56994009608952
2016-04-15 19:00:00,,,,6.9215748240138915,,,,,-8.57062261111111,,,,9.22366858237548,,91.05063856960409
2016-04-15 20:00:00,,,,-1.1277022184722223,,,,,-16.45654075833334,,,,8.444758620689656,,91.72685185185186
2016-04-15 21:00:00,,,,-0.6303612214805555,,,,,-16.644386240277775,,,,8.324379310344828,,92.27785987958401
2016-04-15 22:00:00,,,,-0.02758852726309133,,,,,-14.537774406944445,,,,8.03630076628352,,91.79358237547892
2016-04-15 23:00:00,,,,0.27580803442276836,,,,,-20.78669971944445,,,,8.11135987958402,,90.67191570881225
