time,z_f,QH,wind_direction_corrected,kdown,stab_param,L,ustar,wind_speed_adj,qstar,sa_area_km2,z_d,z_0,t_air,press_adj,r_h
2018-05-04 00:00:00,,,,-3.202,,,,,-64.20999999999998,,,,,,
2018-05-04 01:00:00,,,,-1.574333333333333,,,,,-26.439366666666665,,,,11.185459770114942,,71.09103448275862
2018-05-04 02:00:00,,,,-1.281,,,,,-23.419866666666646,,,,11.348000000000003,,72.53942528735632
2018-05-04 03:00:00,,,,-1.3743333333333332,,,,,-25.46813333333332,,,,11.341034482758623,,72.84103448275862
2018-05-04 04:00:00,,,,-2.3483666666666667,,,,,-43.031699999999994,,,,11.322896551724138,,71.29724137931035
2018-05-04 05:00:00,,,,13.89,,,,,-29.77049999999998,,,,11.442724137931034,,71.35758620689656
2018-05-04 06:00:00,,,,92.10666666666667,,,,,52.80499999999999,,,,12.392,,68.09206896551724
2018-05-04 07:00:00,,,,210.65,,,,,145.81866666666664,,,,13.293333333333333,,68.19586206896551
2018-05-04 08:00:00,32.12204273967512,39.74150213608729,238.8854858217363,442.38666666666666,-17.617267957994038,-5.546088963450504,0.12025892654377998,0.9083470651317473,319.879,0.07788799999999999,7.414805817379202,0.16393293330277103,13.44103448275862,1018.1423951342122,66.80609195402299
2018-05-04 09:00:00,32.26165604352182,90.86371845653528,243.23130865107802,634.1733333333333,-10.80958721742493,-5.142266147194331,0.16019001588622667,1.2062647681867882,477.8453333333333,0.06297600000000002,7.275192513532517,0.16114464585643667,13.851540229885057,1018.2147366480064,65.06896551724137
2018-05-04 10:00:00,32.21875478909015,131.2735869589711,243.13779341678492,660.6866666666667,-8.060812301918725,-5.51108924240589,0.1926173661570796,1.4867807865515306,495.3426666666666,0.10441599999999998,7.3180937679641875,0.16145060220419963,14.845988505747126,1018.2811446651103,60.915747126436784
2018-05-04 11:00:00,32.143536916466466,164.6614625884003,228.00251359823875,815.3666666666666,-3065.975634329415,-8.609335640996816,0.191447016260417,1.428331922750801,637.7923333333334,0.22103999999999996,7.3933116405878625,0.2294913242005987,15.698172413793102,1018.220198153899,56.91137931034482
2018-05-04 12:00:00,32.41188651365486,181.09606045605327,233.62646308767708,792.2433333333335,-21.569934720682447,-5.898429379233294,0.20191587189247873,1.4786444514526018,612.5816666666667,0.14353600000000002,7.124962043399458,0.19248104597148025,16.393436781609193,1018.1742955724416,55.28126436781609
2018-05-04 13:00:00,30.46805967669227,163.18484104445074,309.53191865168833,272.64666666666665,-73.22806837433998,-31.890775929245162,0.3195283646040285,1.8905068199128934,166.26133333333334,0.28920000000000007,9.068788880362053,0.9846538046357534,17.913540229885058,1018.3626469048716,51.92333333333333
2018-05-04 14:00:00,36.35480670439613,144.2668199062485,293.85659278176934,270.4266666666666,-116.42319725148619,-1.8969043287547052,0.1294024490754188,1.014951983070323,177.11199999999997,0.08136,3.182041852658199,0.0754362416138269,17.6826091954023,1017.6350973442801,52.637931034482754
2018-05-04 15:00:00,25.24297454201116,49.76350539564541,316.7987146014961,535.8000000000001,-39.71356226808842,-47.7781319296447,0.24580931206748366,1.5015833601710704,395.4273333333333,0.36347199999999996,14.293874015043162,0.9406791019568799,18.64818390804598,1018.596724432981,51.256666666666675
2018-05-04 16:00:00,26.544975439874925,62.74733091181073,4.067387474230259,238.28000000000003,-0.6458920840065635,-56.85536689514944,0.32269598810263683,2.187772057480591,143.78833333333333,0.38444799999999996,12.991873117179406,0.7738707872702894,18.10758620689655,1018.430757916098,56.0
2018-05-04 17:00:00,27.591530311023696,28.540208589009904,27.530926751579187,231.64666666666662,-0.5943714679339057,-64.34866732786553,0.25709134358332336,1.7403842997184256,109.50266666666664,0.29275200000000007,11.945318246030634,0.8346134265026091,18.668689655172415,1018.1684220405841,54.65333333333333
2018-05-04 18:00:00,,,,86.97766666666668,,,,,-3.422333333333323,,,,18.07857142857143,,56.0
2018-05-04 19:00:00,,,,12.293333333333333,,,,,-69.6268,,,,17.044666666666664,,60.43333333333332
2018-05-04 20:00:00,,,,-3.827666666666667,,,,,-75.92779999999999,,,,16.34666666666667,,62.75
2018-05-04 21:00:00,,,,-4.734333333333334,,,,,-84.19293333333334,,,,14.869903119868638,,66.0
2018-05-04 22:00:00,,,,-4.841000000000001,,,,,-82.88700000000003,,,,14.90061904761905,,59.80428571428571
2018-05-04 23:00:00,,,,-4.948566666666666,,,,,-83.5189,,,,15.149571428571425,,56.723333333333336
2018-05-05 00:00:00,,,,-2.401,,,,,-80.70499999999998,,,,,,
2018-05-05 01:00:00,,,,-3.3748333333333336,,,,,-81.10196666666668,,,,13.918620689655175,,60.663333333333334
2018-05-05 02:00:00,,,,-2.3343333333333334,,,,,-80.07133333333333,,,,12.608264367816092,,70.70471264367816
2018-05-05 03:00:00,,,,-4.322000000000001,,,,,-78.62433333333335,,,,11.974528735632182,,72.00885057471264
2018-05-05 04:00:00,,,,-4.0553333333333335,,,,,-79.28859999999997,,,,12.968057471264368,,69.1080459770115
2018-05-05 05:00:00,,,,39.52366666666667,,,,,-44.836333333333314,,,,12.26680459770115,,68.18413793103448
2018-05-05 06:00:00,33.62940543440378,3.724840781757524,114.04521900360568,187.06,-0.47030348066502076,-97.87127697133512,0.14977779007444203,1.4872180832542825,83.64999999999998,0.6445439999999999,5.907443122650555,0.30045203583585645,11.081505747126434,1020.5537676629363,70.25666666666667
2018-05-05 07:00:00,33.33957065665646,31.426099532178633,100.83878495267818,349.84666666666664,-2.4549422018909004,-15.191947636265732,0.1685855377166912,1.3223651403001047,223.59733333333332,0.183424,6.197277900397865,0.29432357026006933,11.8826091954023,1020.9895117630131,64.13885057471265
2018-05-05 08:00:00,33.47232710116673,7.7740800546723845,131.29738238885028,513.5866666666667,-223.733542853805,-20.07517801899609,0.08935996318827626,0.6917594228510777,366.87733333333335,0.32385600000000003,6.064521455887607,0.3371042737994459,14.525022988505743,1020.9265219191744,52.475172413793096
2018-05-05 09:00:00,33.20721027768708,63.74486399687183,100.3417339152534,652.2733333333333,-5.55795318828021,-10.878839928635749,0.18486943000014233,1.3743682271297477,484.035,0.170288,6.329638279367237,0.279661225393783,15.373804597701149,1020.9363863864198,47.63068965517242
2018-05-05 10:00:00,33.45009168295758,84.0614070908833,127.90157081416426,754.18,-2.386488340229536,-20.468075211579787,0.2568808153656891,2.0307830672486125,572.2223333333334,0.29008000000000006,6.086756874096753,0.33420495874651085,16.876563218390807,1020.5293020430012,45.089999999999996
2018-05-05 11:00:00,33.50469026613889,103.08808477418226,131.26150076830336,818.3,-3.906835076312659,-18.04874648887411,0.2564336916612452,1.9667897098701108,631.182,0.26766399999999996,6.032158290915441,0.3391707520710837,17.85425287356322,1020.0585497302624,45.395057471264366
2018-05-05 12:00:00,33.46000571833418,149.87406273321125,126.95348344872056,835.5666666666666,-17.49154487231067,-11.270061192961672,0.21419636203487488,1.4474903329039315,640.5733333333333,0.20694399999999996,6.0768428387201405,0.3491246471915001,18.940586206896548,1019.6237021694454,44.1148275862069
2018-05-05 13:00:00,33.595408669029275,105.3182620288321,144.2812683080857,801.7299999999999,-16.922843379726213,-13.261275668034953,0.20932074268280884,1.4844218685276103,609.4129999999999,0.22699200000000003,5.941439888025053,0.34037108685400147,19.473160919540227,1019.3913277851847,43.78333333333333
2018-05-05 14:00:00,33.53189597624676,81.07702427243662,147.03021032962542,726.0733333333334,-28.278305303371724,-9.18168034993069,0.17242975517943868,1.1638728709678112,538.2106666666666,0.19219199999999997,6.004952580807561,0.34410470536207705,19.397528735632186,1018.8506911122828,44.120000000000005
2018-05-05 15:00:00,33.303234311012154,61.542950924197484,128.56569286778966,608.3333333333334,-3.6042553409861853,-41.39195797965817,0.27202469934879053,2.3876184843780583,431.39533333333327,0.45684800000000003,6.233614246042165,0.31618294092488597,19.625724137931037,1018.5875034040986,42.82264367816092
2018-05-05 16:00:00,33.42941283766197,46.27154957757442,130.73904004497308,453.4999999999999,-8.006120664477617,-22.88158794418306,0.1955350352284992,1.5442352792974712,289.5526666666667,0.34028800000000003,6.107435719392355,0.333050753537098,19.693229885057473,1018.4162544544273,44.25333333333333
2018-05-05 17:00:00,33.224478913007836,51.47094306931761,115.01985985689969,286.02666666666664,-23.51218045030302,-38.240077386035125,0.23472032764194117,2.0532467945490604,142.59266666666664,0.44897599999999993,6.312369644046484,0.3100288107781378,18.82293103448276,1018.4083346229406,45.426206896551726
2018-05-05 18:00:00,33.80075093904031,10.102430541336599,117.55349500338016,145.32,-0.3024929682464478,-167.74303360062052,0.246674784176873,2.620050590603606,22.13766666666669,0.8526399999999998,5.736097618014014,0.277294687186687,17.96666666666667,1018.380774314882,46.74448275862069
2018-05-05 19:00:00,,,,31.234333333333336,,,,,-71.80133333333332,,,,17.793965517241382,,48.649540229885055
2018-05-05 20:00:00,,,,-4.519,,,,,-95.02893333333336,,,,15.722264367816091,,53.0
2018-05-05 21:00:00,,,,-4.345666666666667,,,,,-93.68499999999997,,,,14.777333333333331,,53.000459770114944
2018-05-05 22:00:00,,,,-4.666666666666666,,,,,-92.98266666666666,,,,14.520344827586205,,54.64942528735632
2018-05-05 23:00:00,,,,-4.346666666666666,,,,,-90.31846666666667,,,,13.299057471264367,,57.55333333333333
2018-05-06 00:00:00,,,,-4.001,,,,,-88.41700000000003,,,,,,
2018-05-06 01:00:00,,,,-4.214333333333334,,,,,-85.80086666666668,,,,14.117379310344827,,56.82333333333334
2018-05-06 02:00:00,,,,-2.374133333333333,,,,,-81.75646666666667,,,,13.685551724137932,,60.0
2018-05-06 03:00:00,,,,-3.427666666666667,,,,,-80.82886666666668,,,,12.854333333333333,,63.45666666666666
2018-05-06 04:00:00,,,,-3.9610000000000007,,,,,-82.57960000000004,,,,12.421045977011495,,65.19166666666668
2018-05-06 05:00:00,,,,39.150333333333336,,,,,-46.298,,,,12.453793103448277,,67.0
2018-05-06 06:00:00,33.87182081213091,27.661276245035303,80.6242115640343,181.79333333333335,-110.68354633225007,-0.9606627582582778,0.05903558179992041,0.3368718171755295,81.97733333333332,0.017456,5.665027744923413,0.1288633169549678,13.408195402298853,1018.1898933722578,65.46206896551725
2018-05-06 07:00:00,,,,351.64666666666665,,,,,230.173,,,,12.358774220032839,,70.0
2018-05-06 08:00:00,32.31256394727217,79.69741397410228,71.6445451825551,511.2133333333333,-23.642149144497438,-3.591749708211843,0.13671630285689151,0.9326592193749165,366.07199999999995,0.05644800000000001,7.224284609782162,0.18057488030658578,15.364597701149425,1018.5359776549678,62.92954022988506
2018-05-06 09:00:00,32.26341811491416,127.65726082561,75.03284176979294,649.66,-71.98128269775057,-1.9942671426665264,0.12374143341850852,0.766958055305162,481.86933333333326,0.05316800000000001,7.273430442140158,0.16084515969370602,17.501563218390803,1018.2543648563193,57.55666666666666
2018-05-06 10:00:00,32.7410937062565,170.0867948872771,69.90712025999152,755.5799999999999,-4.856222971601479,-14.57597274332063,0.2853761307789533,2.379062360835527,572.8346666666665,0.10411200000000001,6.795754850797822,0.22455986924978283,18.16826190476191,1017.8700853503426,52.91071428571429
2018-05-06 11:00:00,33.44862790277664,147.26015087964524,115.99688216819997,821.2666666666668,-10.672330847728967,-21.84052625226218,0.2950401065534886,2.3462246374290805,629.601,0.27955199999999997,6.088220654277685,0.3282263265593,19.844229885057473,1017.1484098338642,45.743448275862065
2018-05-06 12:00:00,33.472373479405654,202.41860513531253,117.821847334931,835.7333333333333,-186.51137608125686,-18.63668346314242,0.3155373936219067,2.4984054212662903,640.6016666666667,0.25942400000000004,6.064475077648665,0.3243497817769066,20.614059934318554,1016.6779496410388,45.54309523809524
2018-05-06 13:00:00,33.47980904429867,209.94228027149,135.68102666968892,806.0933333333334,-10.619200951489756,-10.573185734419383,0.26180533882593915,1.8174928724496553,608.9793333333334,0.19209600000000002,6.057039512755667,0.3356051815614483,21.012839080459774,1016.1546319519972,43.56666666666666
2018-05-06 14:00:00,32.64687864464165,172.22512889921896,166.69737262464554,721.9866666666668,-241.7752545357844,-2.4966456969139936,0.15068501754926492,0.8437921208767785,527.9243333333334,0.04924800000000001,6.889969912412683,0.26760118786371045,22.601999999999997,1015.5558549465774,41.52333333333333
2018-05-06 15:00:00,33.10268375350022,142.47123764854652,104.88245060562997,588.98,-20.457793819354208,-7.498231338344801,0.18204908527449215,1.1909678592603627,410.90099999999995,0.18616000000000002,6.434164803554102,0.2845215908617874,23.185528735632186,1014.8258963013484,42.675862068965515
2018-05-06 16:00:00,33.21454801868297,78.3748256680544,95.58987599101893,441.38666666666666,-39.51873435923356,-14.460806031331728,0.19890194678069797,1.554601587164686,276.94100000000003,0.20704000000000006,6.322300538371367,0.2780962237614833,22.206333333333326,1014.3231831081715,41.75333333333334
2018-05-06 17:00:00,32.849562208435806,86.1039023014848,100.62886255461625,274.09333333333336,-20.38520356496038,-3.778492366228292,0.13952252525769634,0.8840065479494493,132.0833333333333,0.10033600000000001,6.687286348618526,0.23211030476408231,22.482714285714287,1013.9349103589517,40.7352380952381
2018-05-06 18:00:00,33.46208101142644,20.05215334583643,123.33281494889016,133.58666666666664,-1.0250503318887967,-59.47022253541542,0.21897814508638908,2.035913399997752,16.496666666666666,0.47651199999999994,6.074767545627894,0.3160202331730488,21.771609195402295,1013.9033613151648,42.15333333333333
2018-05-06 19:00:00,,,,28.45666666666667,,,,,-66.20493333333332,,,,20.15492692939245,,46.6
2018-05-06 20:00:00,,,,-4.0523333333333325,,,,,-86.88073333333337,,,,18.203333333333337,,48.16862068965518
2018-05-06 21:00:00,,,,-3.9323333333333323,,,,,-80.27273333333332,,,,16.39966666666667,,50.0
2018-05-06 22:00:00,,,,-3.332333333333333,,,,,-78.18223333333334,,,,15.51566666666667,,57.0
2018-05-06 23:00:00,,,,-3.613333333333334,,,,,-77.03806666666668,,,,14.954999999999998,,61.0
2018-05-07 00:00:00,,,,-3.6,,,,,-77.97000000000003,,,,,,
2018-05-07 01:00:00,,,,-3.747266666666667,,,,,-76.90006666666666,,,,15.088,,64.68275862068965
2018-05-07 02:00:00,,,,-4.334333333333333,,,,,-77.11366666666663,,,,15.197333333333333,,59.834031198686375
2018-05-07 03:00:00,,,,-4.747666666666666,,,,,-76.27793333333332,,,,15.011999999999997,,64.0
2018-05-07 04:00:00,,,,-3.414333333333333,,,,,-75.70320000000001,,,,14.563619047619046,,66.85
2018-05-07 05:00:00,,,,34.66333333333333,,,,,-42.18933333333333,,,,13.813999999999998,,65.45459770114942
2018-05-07 06:00:00,33.42803294810766,10.414689962211822,107.58500071530057,171.29333333333335,-68.06699764302233,-22.281492060843924,0.11485712947620626,0.9265431448090731,72.83400000000002,0.24745600000000006,6.108815608946663,0.3207626335700904,15.07201395730706,1013.6169023686349,59.42034482758621
2018-05-07 07:00:00,32.53858961661611,32.088755957677456,100.04219354854867,340.5,-18.743033782326176,-2.8748227785248477,0.0953042670902727,0.5900019632259956,221.52733333333336,0.0464,6.998258940438214,0.20890069439123643,15.074068965517242,1013.8557083655694,62.39080459770115
2018-05-07 08:00:00,,,,502.0333333333333,,,,,358.61966666666666,,,,17.858494252873562,,50.483333333333334
2018-05-07 09:00:00,32.214738061374625,148.59104587378766,56.10142675920538,638.2533333333333,-601.606881405693,-3.1321191715952343,0.12637623770444129,0.8657375531063325,473.0406666666666,0.09398399999999998,7.322110495679711,0.16758202616443318,20.221333333333327,1013.3732487316311,43.57471264367816
2018-05-07 10:00:00,32.536464517285886,173.98126144678196,63.51247552126391,741.6133333333332,-92.75416053263469,-5.303446107539203,0.1871595550210321,1.3231875388309935,560.4799999999999,0.141872,7.0003840397684325,0.20366681897357658,21.93589655172414,1012.9208222338855,38.27091954022988
2018-05-07 11:00:00,33.13869846225287,154.85162554429124,83.79685391953639,808.0666666666668,-2.0435554976343377,-21.71605430522377,0.32432905626291597,2.794405937394323,617.3753333333334,0.15150400000000003,6.398150094801465,0.2551135610787865,22.476380952380953,1012.3965085675302,39.33
2018-05-07 12:00:00,33.04315360112792,198.08649173794336,97.89091795870658,836.6333333333332,-21.26017338343525,-6.574684955640306,0.2190005878107783,1.5205977373541226,635.8926666666666,0.123248,6.493694955926406,0.25012705619290637,23.72090476190477,1011.7756023829768,36.92
2018-05-07 13:00:00,33.56875786717638,212.00163611235362,142.59740009798796,806.0633333333333,-9.708608249410128,-13.119338225121854,0.28309765656023095,2.0422312230428177,606.8826666666666,0.246592,5.968090689877941,0.3386084507853267,24.864666666666672,1010.9364511554862,35.589999999999996
2018-05-07 14:00:00,33.59280954229258,171.61019407396512,157.5845188791173,726.2066666666667,-11.30383188676508,-17.745784656303798,0.29036178162837467,2.221947807851491,530.374,0.30052799999999996,5.944039014761741,0.3391793936641764,25.32995238095238,1010.2989000743762,34.57547619047619
2018-05-07 15:00:00,33.280406877265584,124.56121992048581,125.85415044706598,599.38,-3.2947724059557517,-36.34768969054904,0.3402137083695039,2.943075310104107,415.9833333333333,0.404544,6.256441679788741,0.3199170377001831,25.15529885057471,1009.8464914290274,37.11666666666667
2018-05-07 16:00:00,33.35831296245523,74.40740296664475,120.13352649057265,451.1533333333333,-2.1895245624251616,-27.16933580074049,0.26794754574898894,2.225798322872729,280.25999999999993,0.34516800000000003,6.178535594599091,0.32483368970935816,24.615,1009.6130847837558,35.99666666666667
2018-05-07 17:00:00,33.57924356690012,38.344404998880755,153.63347514706103,285.2833333333334,-5.449109703889787,-12.388737872224812,0.15808390842656247,1.115190950405983,136.38333333333335,0.24420800000000004,5.957604990154207,0.34252353684582015,23.720666666666666,1009.2112554791869,37.910000000000004
2018-05-07 18:00:00,33.20981368029276,6.844582693684214,102.55389478446125,146.2,-1.140577766377802,-108.05708599800678,0.18297395146419324,1.8173670833141116,14.793666666666681,0.61808,6.327034876761564,0.3016636173537549,23.366000000000003,1008.8276587310631,38.37183908045977
2018-05-07 19:00:00,,,,30.003333333333337,,,,,-79.64853333333329,,,,22.099999999999998,,44.834367816091955
2018-05-07 20:00:00,,,,-4.479,,,,,-97.63066666666667,,,,20.913206896551724,,50.186206896551724
2018-05-07 21:00:00,,,,-4.825666666666666,,,,,-94.14066666666665,,,,19.726206896551723,,54.366666666666674
2018-05-07 22:00:00,,,,-4.692333333333333,,,,,-91.82866666666669,,,,18.67694252873563,,58.72735632183909
2018-05-07 23:00:00,,,,-4.76,,,,,-90.20833333333333,,,,18.599999999999998,,60.18333333333334
2018-05-08 00:00:00,,,,-5.601,,,,,-90.87099999999998,,,,,,
2018-05-08 01:00:00,,,,-4.801000000000001,,,,,-91.81513333333332,,,,17.599999999999998,,63.0
2018-05-08 02:00:00,,,,-5.081000000000001,,,,,-90.58546666666668,,,,17.63171264367816,,63.17999999999999
2018-05-08 03:00:00,,,,-5.147666666666668,,,,,-90.84126666666666,,,,17.910827586206896,,62.36
2018-05-08 04:00:00,,,,-4.8676666666666675,,,,,-89.26700000000001,,,,16.300000000000004,,69.2667816091954
2018-05-08 05:00:00,,,,47.02666666666667,,,,,-42.49366666666667,,,,16.15,,68.94436781609195
2018-05-08 06:00:00,,,,178.44666666666666,,,,,73.048,,,,17.579827586206896,,64.81379310344828
2018-05-08 07:00:00,,,,336.7133333333333,,,,,208.00233333333335,,,,19.03233333333333,,61.711839080459775
2018-05-08 08:00:00,,,,502.5333333333334,,,,,352.07866666666666,,,,20.723103448275868,,52.17505747126437
2018-05-08 09:00:00,32.604787716832014,56.9032204544305,222.97832602929304,636.9200000000001,-783.381998541324,-7.543347437172635,0.13464343760019468,0.9990739291331658,472.5876666666666,0.15865599999999996,6.932060840222308,0.22437557653262113,21.926402298850576,1004.0764812962501,51.01137931034483
2018-05-08 10:00:00,32.381274900166666,182.8280551377094,236.62008926668295,736.0466666666666,-2.1798443653877007,-17.146410229960626,0.32138806142032855,2.8579218881310835,562.7126666666667,0.15022399999999997,7.155573656887664,0.19801489605691674,21.39281609195402,1003.6515030288494,48.34183908045976
2018-05-08 11:00:00,32.85792475400204,171.51631359460976,224.56222797724703,791.1533333333334,-1.7117228809437806,-23.140733450929726,0.3462712442929051,2.9549548636547405,611.5283333333334,0.221536,6.678923803052294,0.274740003797692,22.304149425287356,1002.9637206360272,45.663333333333334
2018-05-08 12:00:00,32.355201330042924,154.37112724576863,233.15552089573032,816.5899999999999,-1.6676864941972174,-33.75673151432625,0.370767579543986,3.3451495893073693,636.0463333333335,0.36518400000000006,7.1816472270113945,0.26534447290025204,23.090689655172415,1002.3877105929998,49.513333333333335
2018-05-08 13:00:00,33.03883512995748,144.19850159001402,222.4546251487419,831.7833333333334,-0.9678597832764675,-60.82457196428162,0.439434915578848,4.172995371265497,663.1423333333335,0.43476799999999993,6.498013427096852,0.29099655895208015,23.318310344827587,1001.86840879382,50.53666666666667
2018-05-08 14:00:00,33.030097997298874,122.95639278966753,229.5885475195629,510.6333333333333,-0.3369678870923261,-100.79197194277496,0.5156410680999793,5.278380891040832,404.018,0.22548799999999997,6.506750559755444,0.27607078597127366,23.33033333333333,1001.6098842270301,49.6
2018-05-08 15:00:00,33.03117125957681,144.35738873114812,223.71152881236057,317.03666666666675,-0.5707245172306263,-70.09840766269714,0.4723194775442542,4.594050110963971,210.09799999999996,0.3771360000000001,6.5056772974775186,0.2870902252453099,23.81311494252874,1001.4217672791638,48.49609195402299
2018-05-08 16:00:00,30.372847543823987,105.8665252800424,262.53555609081286,410.6166666666666,-0.19325788148803613,-232.64431234367166,0.6276057233541248,4.959660964590919,305.44066666666663,0.415168,9.164001013230335,0.8651073204226265,22.784620689655178,1001.790369775121,46.88402298850575
2018-05-08 17:00:00,31.22603738954711,58.802443749653044,271.738101949014,280.66,-0.14812535033127297,-261.9010018344493,0.5437472968595954,4.627027122616085,149.62699999999998,0.44873600000000013,8.310811167507214,0.7157391907857845,22.135333333333335,1001.8158687637113,45.06333333333333
2018-05-08 18:00:00,32.83965721112397,26.948294394336624,275.44840686380854,141.44,-0.045012340171829444,-869.2351779913424,0.6030330601251144,6.277744258061155,31.090333333333312,0.6779520000000001,6.697191345930351,0.4466223740833105,19.91833333333333,1002.2972255879338,55.284523809523805
2018-05-08 19:00:00,,,,15.693333333333332,,,,,-71.41193333333335,,,,18.178967980295567,,66.76666666666668
2018-05-08 20:00:00,,,,-1.6666666666666667,,,,,-50.484666666666655,,,,15.895333333333337,,74.0
2018-05-08 21:00:00,,,,-1.3604666666666667,,,,,-34.62760000000001,,,,15.403701149425292,,76.0
2018-05-08 22:00:00,,,,-3.3080333333333334,,,,,-69.93916666666667,,,,14.72793103448276,,78.67793103448275
2018-05-08 23:00:00,,,,-3.855333333333333,,,,,-82.64699999999998,,,,13.505747126436779,,78.94
2018-05-09 00:00:00,,,,-4.402,,,,,-86.719,,,,,,
2018-05-09 01:00:00,,,,-3.2952,,,,,-84.5918,,,,12.139218390804597,,80.575
2018-05-09 02:00:00,,,,-3.215233333333333,,,,,-84.12883333333335,,,,11.975195402298853,,80.75666666666666
2018-05-09 03:00:00,,,,-3.402,,,,,-82.50813333333335,,,,11.589379310344828,,82.57000000000001
2018-05-09 04:00:00,,,,-2.414766666666667,,,,,-83.8943,,,,11.325287356321839,,83.9435632183908
2018-05-09 05:00:00,,,,52.189,,,,,-38.71366666666667,,,,11.277666666666665,,84.88275862068966
2018-05-09 06:00:00,,,,197.02000000000004,,,,,86.06666666666669,,,,12.98333333333333,,78.07379310344828
2018-05-09 07:00:00,,,,362.49333333333334,,,,,229.89766666666665,,,,13.599666666666668,,75.70827586206897
2018-05-09 08:00:00,,,,506.1333333333334,,,,,354.9426666666667,,,,16.032160919540228,,67.26206896551724
